parent_asin,title,original_description,original_features,image_url,image_variant,ai_generated_description
B000066B5H,Fly Tyer,,,https://m.media-amazon.com/images/I/61b5GJJm5VL._AC_.jpg,MAIN,a magazine cover with a bunch of flowers on it
B0000CEJHR,Antique Power Magazine    Print Magazine,"The magazine for antique tractor enthusiasts and restorers. Over 90 pages in each issue with color features, tech-tips, restoration hints/stories, classified ads, and our annual Show Guide free to current subscribers.",,https://m.media-amazon.com/images/I/51tuiJUSBtL._AC_.jpg,MAIN,an orange tractor sits on the grass in front of a blue sky
B00005NIP5,Travel 50 & Beyond    Print Magazine,This magazine is designed for readers ages 50 or older. It features practical tips and vacation ideas geared toward finding the best values while traveling. Its editorial focus is primarily on North American destinations.,,https://m.media-amazon.com/images/I/61AY2woT1vL._AC_.jpg,MAIN,a magazine cover with a man picking grapes
B001TP73UA,Women's Health    Print Magazine,,,https://m.media-amazon.com/images/I/614GOZvtRQL._AC_.jpg,MAIN,a woman in a red bikini top on the cover of women ' s health magazine
B00HUECMNW,Disney Junior Magazine    Print Magazine,"Disney Junior Magazine is designed for the preschooler. Each issue is filled with activities, coloring pages, fun games and cutouts all centered around the characters featured on the Disney Junior Channel. For ages 3-5.",,https://m.media-amazon.com/images/I/61zSVtUrVCL._AC_.jpg,MAIN,"disney junior sticker set, 3 stickers"
B0047VIALO,Southwest Art,,,https://m.media-amazon.com/images/I/61lWD+91+xL._AC_.jpg,MAIN,southwest art cover - 11 / 1 / 2018
B0029XHGVC,Country Gardens    Print Magazine,,,https://m.media-amazon.com/images/I/61tvwjt8ufL._AC_.jpg,MAIN,a magazine cover with three popss on a yellow background
B01HI8V104,Country Woman    Print Magazine,"The favorite life-style magazine of country-loving women for 40 years is filled with delicious country recipes, affordable decorating ideas, easy-to-make crafts, green-thumb advice for your gardens and wholesome humor.",,https://m.media-amazon.com/images/I/616CIRffecL._AC_.jpg,MAIN,"the cover of country woman magazine, featuring a christmas tree"
B00006KPMX,New Criterion,,,https://m.media-amazon.com/images/I/41rLxt3YkLL._AC_.jpg,MAIN,"the new citizen special anniversary issue, volume 2"
B00006KSP0,Phoenix Home & Garden,,,https://m.media-amazon.com/images/I/41Jb3UYT0AL._AC_.jpg,MAIN,a kitchen with blue cabinets and white counter tops
B00006KUDY,Racecar Engineering    Print Magazine,"Plugging into the sustained interest in this market, the monthly magazine is crammed full of in-depth detail about Formula 1 cars, rally cars, touring cars - no type of four-wheeled competition machine is overlooked. Racecar is a must for every motorsports enthusiast.",,https://m.media-amazon.com/images/I/61XE3NhYCCL._AC_.jpg,MAIN,"the cover of racer magazine, featuring an image of a racing car"
B00006K478,Arerugi = Japanese Journal of Allergology    Print Magazine,Arerugi: Japanese Journal of Allergology reports on current allergy and anaphylactic research.,,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif,MAIN,"a pair of black and white cat sitting on a couch in front of a white background with the words, ' no more than than"
B003K195VQ,Bowhunter,,,https://m.media-amazon.com/images/I/61LektBsA6L._AC_.jpg,MAIN,a deer standing in the snow on a magazine cover
B00JXZ916C,WIRED All Access Renewal Offer    Print Magazine,"Product Description News of tomorrow, today. Stay informed with WIRED.  WIRED explores the ways technology is changing our lives—from culture to business, science to design. By subscribing, you’ll ensure that we can continue producing great stories for years to come. Amazon.com Review A helicopter on Mars. What to expect post-Covid. The next electrifying/terrifying leap in A.I. explained. WIRED gives you up-to-the-nanosecond coverage of how technology and the people behind it are changing the world around you. For less than $1 a month, get unlimited access to best-in-class reporting on science and technology, games and gear, and the visionaries and changemakers making it all happen. Catch up to the future on your terms with the WIRED print edition and full access to the archive of stories on wired.com. Stare the future right in the eye.",,https://m.media-amazon.com/images/I/412A+55K2TL._AC_.jpg,MAIN,a tablet with the cover of wired magazine on it
B00006LE4C,World Airnews    Print Magazine,Monthly magazine covering world aviation events with a relevance to Southern Africa.,,https://m.media-amazon.com/images/I/51qA+Cw42FL._AC_.jpg,MAIN,a magazine cover with an airplane flying in the sky
B0195OEEF8,Closer Weekly    Print Magazine,,,https://m.media-amazon.com/images/I/61T04x-NDXL._AC_.jpg,MAIN,a magazine cover with a man in a tuxed suit
B002PXW12K,Flight Journal    Print Magazine,"FLIGHT JOURNAL includes articles on aviation history and contemporary practice; military, commercial and civil aircraft; notable personalities of aviation; technical aspects of aircraft; visits to air shows and museums; reports on restorations; aviation photography; three-view aircraft drawings; aviation art; and coverage of the virtual flight experiences available through computer flight simulations.",,https://m.media-amazon.com/images/I/51F0hLKS08L._AC_.jpg,MAIN,a magazine cover with an airplane flying in the sky
B0000CCY9P,Fitness Rx For Women    Print Magazine,"Product Description Billed as ""Your Ultimate Prescription for the Perfect Body,"" Fitness Rx takes a scientific approach to women's health and fitness, offering tips and information on diet, nutrition, exercise, supplements, cosmetic enhancement, and sexual enhancement. Amazon.com Review Fitness Rx for Women magazine is one of the leading fitness publications on the market. Taking a scientific approach to training and nutrition, Fitness Rx for Women magazine is your ultimate prescription for the ideal body. Every issue offers tips from health and fitness experts on everything from managing your diet to designing the perfect workout plan.  Every issue of Fitness Rx for Women magazine offers a detailed, scientifically based, step-by-step workout plan to help you target each individual muscle group or focus on the problematic parts of your body. You'll also find informative articles on the best nutritional plans to help you reach your fitness goals, as well as tasty recipes to help you jum",,https://m.media-amazon.com/images/I/51yplis0ogL._AC_.jpg,MAIN,a woman in a bikini on the cover of a magazine
B01KI51R2G,Reminisce - CEASED OFFER    Print Magazine,"America's favorite nostalgia magazine! Delight in reader-shared stories recalling memorable moments from the '30s, '40s, '50s and '60s and family-album photos that capture the fun of the ""good old days.""",,https://m.media-amazon.com/images/I/61X-z3VHFBL._AC_.jpg,MAIN,the cover of a magazine with two children riding bikes
B000066HVK,Womens Health Advisor    Print Magazine,"The first and only health letter written just for women over 40. The women's health experts at The Center for Women's Healthcare at Weill-Cornell Medical College bring a broad array of specialists to weigh-in on the topics that matter to us most: HRT, breast cancer, heart disease, and more.",,https://m.media-amazon.com/images/I/61FrSttKCGL._AC_.jpg,MAIN,a magazine with an image of a woman ' s anatomy
B00006K8WS,Circuit Cellar    Print Magazine,Offers hands-on applications and solutions for embedded-control designers.,,https://m.media-amazon.com/images/I/51jNYCUpVZL._AC_.jpg,MAIN,the cover of crut clear magazine
B00005V3ED,AudioFile Magazine,,,https://m.media-amazon.com/images/I/61ZrMLEFEIL._AC_.jpg,MAIN,best audio books of the year 2016
B00F418D36,Glamour All Access    Print Magazine,"Glamour is for the woman who sets the direction of her own life and lives it to its fullest and chicest. The dream job, the perfect look, the right guy: All are in her reach. Glamour makes them reality. Each issue is filled with inspiration, ideas and guidance to help her conquer her world with confidence and style. One in eight American women fill their lives with Glamour. With Glamour, she looks her best and does her best every day, every night and everywhere.",,https://m.media-amazon.com/images/I/51bz4v4MKZL._AC_.jpg,MAIN,a tablet and a magazine on a white background
B004O51RXQ,Midwest Home,,,https://m.media-amazon.com/images/I/61OQUf8p-DL._AC_.jpg,MAIN,a magazine cover with a child sitting at a desk
B001THPA26,Popular Mechanics    Print Magazine,,,https://m.media-amazon.com/images/I/61ghL-bZi3L._AC_.jpg,MAIN,a magazine cover with a man using a power drill
B00005N7PX,&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&    Print Magazine,,,https://m.media-amazon.com/images/I/514Wh4BtZzL._AC_.jpg,MAIN,the cover of the november issue of egi magazine
B01JAATECK,Veranda - CEASED OFFER    Print Magazine,"Visit the world's most fascinating interiors and view the work of leading designers in stunningly beautiful pages filled with the latest and best home furnishings, table settings, garden ideas and cuisine.",,https://m.media-amazon.com/images/I/51lI4KPz4ZL._AC_.jpg,MAIN,the cover of vera magazine featuring an image of a living room
B0032KHQUW,Tennis Magazine,,,https://m.media-amazon.com/images/I/51rljyEorEL._AC_.jpg,MAIN,two tennis players hugging on the court
B0045FEHDM,Family Circle,,,https://m.media-amazon.com/images/I/61+O5-3EaRL._AC_.jpg,MAIN,the cover of the may issue of fairy garden magazine
B000060MH4,Leadership,,,https://m.media-amazon.com/images/I/51WxfAqtIVL._AC_.jpg,MAIN,"the cover of leadership journal magazine, featuring a wooden man and two wooden figures"
B06XPRHVR8,Vanity Fair    Print Magazine,"Product Description Vanity Fair reports on—and from—the intersection of power and personality, dissecting the culture high and low with signature sophistication, wit, and insight. Ambitious journalism, unforgettable essays, and iconic photography define each issue and animate our digital platforms. Subscribe today and stay in the know with Vanity Fair — the cultural conversation starter. Amazon.com Review ""Our mission at Vanity Fair is to capture the zeitgeist and meet our readers at all intersections of power and influence, from Wall Street to Washington, Silicon Valley to Hollywood, and beyond. In an age where these worlds have become so closely intertwined, we believe that journalism that breaks through the noise and makes a difference is more critical than ever. We pursue this work by telling great stories, creating indelible images, and leading the culture forward."" — RADHIKA JONES, EDITOR IN CHIEF  Muscular long-form journalism, stunning photography, insightful essays, and superb",,https://m.media-amazon.com/images/I/51uzWgLYHNL._AC_.jpg,MAIN,the cover of vanity fair magazine with a woman in a white dress
B00006KGWU,Highlander    Print Magazine,"Reports on the activities of the Scottish societies in the US and Canada. Covers the highland games, piping, dancing and other Scottish events. Contains features on famous Scots, Clans, genealogical information and historical events that have shaped the Scottish heritage.",,https://m.media-amazon.com/images/I/511GYN01JWL._AC_.jpg,MAIN,"the highland magazine, featuring an image of a village in scotland"
B00007AXVV,Home Theater,,,https://m.media-amazon.com/images/I/51aDC2WtksL._AC_.jpg,MAIN,"sound and vision magazine, volume 1, issue 2"
B00006KZIS,Third Way    Print Magazine,"Christian perspectives on social, political and cultural issues in the contemporary world.",,https://m.media-amazon.com/images/I/513GSC3CAGL._AC_.jpg,MAIN,the cover of the third issue of thway magazine
B001GRZ4DY,Sew News,,,https://m.media-amazon.com/images/I/61bFjSEOfSL._AC_.jpg,MAIN,a woman standing in front of a yellow wall
B000069YWE,Herb Quarterly    Print Magazine,"CELEBRATING ITS 30TH YEAR IN PUBLICATION! The Herb Quarterly brings readers the joy of herbs with each new season. Each issue introduces new herbs, provides tips on hard to grow varieties and brings you the latest info on medicinal herbs and remedies. Founded in 1978 and published four times a year, The Herb Quarterly brings readers the joy of herbs with each new season. Each issue introduces readers to new herbs and fascinating herbal lore; provides tips on hard to grow varieties and medicinal; showcases gardens from around the world; and tempts the palate with seasonal menus and tantalizing recipes built around herbs and edible flowers.",,https://m.media-amazon.com/images/I/51Ig3jd7tCL._AC_.jpg,MAIN,herb quarterly magazine cover featuring an image of a table with food on it
B00005RIGT,Charisma,,,https://m.media-amazon.com/images/I/51Yd5JpDheL._AC_.jpg,MAIN,the cover of a magazine with an american flag on it
B000J0ZSK8,Pro Cycling    Print Magazine,"Offers insight into the elite level of road racing, the European professional circuit, supported by access to professional cycling's top stars. It profiles the movers & shakers within the sport, picks out the upcoming stars and critically reviews the best in new equipment and technological advance.",,https://m.media-amazon.com/images/I/51KTOK5njlL._AC_.jpg,MAIN,the front cover of cycling kiel magazine
B000H4W7YG,Hot Rod,,,https://m.media-amazon.com/images/I/61zElhJCOwL._AC_.jpg,MAIN,the cover of hot rod ' s magazine
B00F8P3B80,American Cheerleader    Print Magazine,"The magazine devoted to teens who cheer. Fitness, nutrition and try out tips and more!",,https://m.media-amazon.com/images/I/61Eo8XSfn5L._AC_.jpg,MAIN,a magazine cover with a girl holding a cheerleading ball
B00F418CT6,Lucky All Access    Print Magazine,"Lucky is your ultimate shopping guide, highlighting the latest trends in fashion and beauty for every style and taste. Each month, the Lucky editors help you put together the best looks for you...PLUS they bring you incredible Lucky Breaks on the hottest items! If you love to shop, you'll adore Lucky!",,https://m.media-amazon.com/images/I/51Z+zF1RdfL._AC_.jpg,MAIN,a tablet and magazine on a white background
B002PXVZ5O,Soap Opera Digest,,,https://m.media-amazon.com/images/I/61CLEG9n23L._AC_.jpg,MAIN,soap opera magazine cover with the cast
B00005R8C1,Western Horseman,,,https://m.media-amazon.com/images/I/51YgzPgWrGL._AC_.jpg,MAIN,the western horseman cover of a magazine with a horse on it
B000JCEACI,British Archaeology    Print Magazine,"The voice of archaeology in Britain and beyond. British Archaeology is a news-magazine that sets out to be lively and well-written enough for the general reader, but also sufficiently rigorous for the academic. Articles in the much-praised bi-monthly magazine British Archaeology are regularly picked up by the national and local media, and some of its stories have gone round the world. The magazine contains many features, as well as comments, interviews, book reviews, letters, columns on science, the internet and television, event listings and news from the CBA. Included in the magazine is CBA Briefing, an information supplement which lists excavations open to participation, conferences, exhibitions and much else.",,https://m.media-amazon.com/images/I/51jGCTSJGbL._AC_.jpg,MAIN,"archaeology magazine, issue 2, october 2010"
B0079QHJA2,Local Palate,,,https://m.media-amazon.com/images/I/51hnPBdMvIL._AC_.jpg,MAIN,the palate cookbook with a variety of meats and vegetables
B00006KL2Y,Keio Communication Review    Print Magazine,Contains articles on communication and media.,,https://m.media-amazon.com/images/I/51M3GDM86ZL._AC_.jpg,MAIN,the cover of the book communication review
B06XPKY3H8,Allure    Print Magazine,"Product Description Allure is the beauty expert, an insider’s guide to a woman's total image. Allure's mission is to investigate and celebrate beauty and fashion with objectivity and candor and to examine appearance in a larger cultural context. Through its journalistic approach and high aesthetic standards, Allure delivers content with credentials, which yields unwavering consumer trust. Amazon.com Review Allure is the gold standard in beauty. With three decades of expertise, Allure continues to influence, elevate, and redefine the beauty industry. With a truthful journalistic approach that is underscored by the Best of Beauty awards, Allure spotlights every aspect of the beauty industry. From the latest trends to the best new products, Allure provides beauty lovers and newcomers alike with the tips and tools to take their routines to the next level. Allure is redefining the very definition of beauty, continuing to lead cultural conversations that challenge norms and illustrate what r",,https://m.media-amazon.com/images/I/61YqTNPcChL._AC_.jpg,MAIN,a woman with long hair and a black bra bra top on the cover of a magazine
B004GW3X5M,Music Connection,,,https://m.media-amazon.com/images/I/51i+FoFB09L._AC_.jpg,MAIN,a magazine cover with a woman sitting on the floor
B0773C4G6W,Id : Ideas & Discoveries    Print Magazine,"iD Magazine is a bi-monthly magazine subscription that offers a balance of science, current events, nature, psychology, and history while also displaying magnificent graphics and photos. Picture: attached",,https://m.media-amazon.com/images/I/51-qzFTXuAL._AC_.jpg,MAIN,a magazine cover with an image of a man and a bird
B000WDS5ZC,Trapper & Predator caller,,,https://m.media-amazon.com/images/I/51bkdrPUEyL._AC_.jpg,MAIN,a magazine cover with a wolf running in the snow
B00006KXVW,Spektrum Der Wissenschaft    Print Magazine,"Spektrum der Wissenschaft supplies a continuous overview of the developments into research, science and technology and their social relevance to you.",,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif,MAIN,the face shop face mask with nourit
B01MSOW7QA,House Beautiful    Print Magazine,Satisfy your passion for stylish living and practical ideas for updating every room in your home. Find great ways to use today's best furnishings and accessories within our pages.,,https://m.media-amazon.com/images/I/61muTTTdTpL._AC_.jpg,MAIN,"the cover of house beautiful magazine, featuring a couch and books"
B01B5BN57C,Interweave Knits    Print Magazine,"Each issue features original designer patterns for garments and home decor, ranging from super-simple to challenging. From traditional to cutting edge, plus revealing designer profiles, enlightening explorations of knitting around the world, and in-depth technical articles.",,https://m.media-amazon.com/images/I/61E7t5nbxzL._AC_.jpg,MAIN,a woman wearing a pink sweater on the cover of knits magazine
B00006KC3U,Down Beat,,,https://m.media-amazon.com/images/I/51cjs8kCpQL._AC_.jpg,MAIN,a magazine cover with a man in a suit and tie
B06XPYYBRQ,Vogue    Print Magazine,"Product Description Vogue places fashion in the context of culture and the world we live in—what we wear, how we live, who leads and inspires us. Vogue immerses itself in fashion, always leading readers to what will happen next. Thought-provoking, relevant, values driven and influential, Vogue defines the culture of fashion. Amazon.com Review Vogue is the fashion authority. The foundation of Vogue ’s leadership and authority is the brand’s unique role as a cultural barometer for a global audience. Vogue celebrates independence, individuality, and creativity. Vogue seeks to uplift the power of communities and families. Honoring the craft and meaning of fashion, discovering new talent, living sustainably, and insisting on inclusivity and respect are just some of the ways Vogue is paving the way forward. Vogue ’s largest issue, the September Issue, is a cultural moment in and of itself.  Always influential, Vogue continues to lead its readers to what will happen next. Subscribe to Vogue m",,https://m.media-amazon.com/images/I/61VoS0tSPRL._AC_.jpg,MAIN,a woman in a fur coat on the cover of a magazine
B00O9K26CM,Dr. Oz The Good Life Digital Access    Print Magazine,,,https://m.media-amazon.com/images/I/51ICucq5lwL._AC_.jpg,MAIN,the go - life magazine on an ipad
B0746XP1KS,Popular Mechanics    Print Magazine,"Popular Mechanics is for people who have a passion to know how things work. It's about how the latest advances in science and technology will impact your home, your car, consumer electronics, computers, even your health. Popular Mechanics - answers for curious minds.",,https://m.media-amazon.com/images/I/61ghL-bZi3L._AC_.jpg,MAIN,the cover of popular mechanics magazine featuring a man using a circular saw to cut a piece of wood
B01FIR6AIU,Automobile Magazine    Print Magazine,,,https://m.media-amazon.com/images/I/51PS0UHPwqL._AC_.jpg,MAIN,automobile magazine cover with an image of a car on the cover
B000302FS2,Portland Monthly    Print Magazine,"Portland Monthly chronicles, challenges, and celebrates one of America's most innovative cities, inspiring readers to explore and shape the vibrant City of Roses.",,https://m.media-amazon.com/images/I/61xb5DCRjCL._AC_.jpg,MAIN,"the cover of the book, ' the polar patrol '"
B07DVGLV11,CONSUMER REPORTS USED CAR BUYN    Print Magazine,,,https://m.media-amazon.com/images/I/51owJJXgy0L._AC_.jpg,MAIN,a magazine with a red car on the cover
B00007AZNO,MiniTruckin',,,https://m.media-amazon.com/images/I/51WR3STTyuL._AC_.jpg,MAIN,the cover of the issue of man truck magazine
B01JA9UYD4,The New Yorker All Access + Free Tote Bag    Print Magazine,"Product Description In 1925, Harold Ross established The New Yorker as a lighthearted, Manhattan-centric magazine—a “fifteen-cent comic paper,” he called it. Today, it is considered by many to be the most influential magazine in the world. The New Yorker stands apart for its commitment to truth and accuracy, for the quality of its prose, and for its insistence on exciting and moving every reader. Amazon.com Review For readers who demand the very best, The New Yorker delivers unparalleled reporting and commentary on politics and foreign affairs, business and technology, popular culture and the arts, along with humor, fiction, poetry, and, of course, cartoons. The creativity, influence, and impact that have characterized The New Yorker since its founding are today amplified far beyond its pages.  A subscription keeps readers in the know no matter where they find themselves, whether in the publication’s namesake city or trotting around the globe. The New Yorker ’s influence is best summar",,https://m.media-amazon.com/images/I/51uB+L7qcIL._AC_.jpg,MAIN,"the new yorker, volume 1 and book bundle"
B00006KOUM,Mystery Scene    Print Magazine,"Mystery Scene offers lively, expert coverage of the entire mystery world, with emphasis on the creative life. Articles include essays by well-known authors, criticism, interviews, media news, opinion columns, children's and YA mysteries, and an extensive array of book, audio, film, and TV reviews.",,https://m.media-amazon.com/images/I/61Mng8+B0KL._AC_.jpg,MAIN,the cover of mystery scene magazine featuring a man and his dog
B00KVA2OMG,Bon Appétit All Access    Print Magazine,"Bon Appétit focuses on what's ""now"" in the world of food, drink, and entertaining, while still giving readers valuable cooking tools, tips, and most of all, recipes. The only food lifestyle publication on the market, Bon Appétit looks at life through the lens of food—cooking in, dining out, travel, entertainment, shopping and design.",,https://m.media-amazon.com/images/I/51CWabJQEkL._AC_.jpg,MAIN,a tablet with a magazine cover on it
B003UCULC2,PC Gamer    Print Magazine,,,https://m.media-amazon.com/images/I/61B4cnskGaL._AC_.jpg,MAIN,"the cover of pc gamer magazine, featuring an image of a spaceship"
B004HLGC5A,Angels on Earth    Print Magazine,An inspiring magazine bringing you stories of angels and their work in the world today. You'll read stories with profound mystery yet radiating with faith-affirming hope.,,https://m.media-amazon.com/images/I/41iOB3cmeZL._AC_.jpg,MAIN,angels on earth angels in the wind
B000089G4D,Missouri Game & Fish    Print Magazine,Where to find Missouri's favorite fishing and hunting destinations.,,https://m.media-amazon.com/images/I/61WfqyGBUDL._AC_.jpg,MAIN,the cover of the issue of gamefish magazine
B00006KPLZ,New American Paintings    Print Magazine,"Juried exhibition-in-print created to facilitate contact between creators and consumers of fine art from every region of the United States. From post-modern pastiche to the landscape, from recognized artists to recent M.F.A. graduates, it does not discriminate against style or yield to world trends.",,https://m.media-amazon.com/images/I/51qwaEP4EPL._AC_.jpg,MAIN,the cover of the book new paintings
B01HI8V1AY,Sunset    Print Magazine,"Sunset celebrates the promise of the West We expose you to the experiences and advantages only the West can offer, so you'll never forget why you live here",,https://m.media-amazon.com/images/I/51EKq0YScxL._AC_.jpg,MAIN,sunset joy at home 3 weeks to a better now
B002PXVYTQ,Texas Parks & Wildlife,,,https://m.media-amazon.com/images/I/51tgeka-7OL._AC_.jpg,MAIN,"texas wild rising the texas series, book 1"
B00QRD65U8,Food Network Magazine All Access AR    Print Magazine,,,https://m.media-amazon.com/images/I/51z7fp5xjKL._AC_.jpg,MAIN,fd magazine magazine subscription subscriptions
B003LNENXI,Pdn : Photo District News    Print Magazine,,,https://m.media-amazon.com/images/I/51+M+OwQgzL._AC_.jpg,MAIN,a magazine cover with a woman on the cover
B00007AVED,Arts and Activities    Print Magazine,"Arts & Activities: Since 1932, Arts & Activities magazine has helped America's teachers bring quality, standards-based, visual-art experiences to their students, K-12. Get a digital magazine subscription of Arts & Activities for your library, school or business which your patrons, students & employ",,https://m.media-amazon.com/images/I/51sddDR3brL._AC_.jpg,MAIN,the cover of a book with a child painting on it
B001E547FE,New Moon Girls,,,https://m.media-amazon.com/images/I/516aLCQNZNL._AC_.jpg,MAIN,the cover of new girls magazine featuring a photo of a young girl in her garden
B00008RUH0,Harp Column,,,https://m.media-amazon.com/images/I/51juyLlyAUL._AC_.jpg,MAIN,a woman in a white dress is holding a harp
B00007B9K5,Mustang Monthly    Print Magazine,"MUSTANG MONTHLY has a specialized editorial package that covers everything from do-it-yourself recommendations to the history of Mustang. It is the only magazine on the market that caters strictly to the Mustang hobby, from vintage to late-model vehicles. • Comprehensive Tech Articles • The Hottest Industry News • Latest Products • Complete Racing and Events Coverage!",,https://m.media-amazon.com/images/I/514ZseQBaYL._AC_.jpg,MAIN,a book cover for mustang monthly magazine
B002PXW094,The American Prospect,,,https://m.media-amazon.com/images/I/51OBY4ujSUL._AC_.jpg,MAIN,"the front cover of the issue, featuring an image of a man holding a sign"
B00009MQ8E,Warships International Fleet Review    Print Magazine,"The review provides a heavily-illustrated, almost unrivalled view of international navies.",,https://m.media-amazon.com/images/I/51oxtdW9k7L._AC_.jpg,MAIN,a magazine cover with a ship in the middle of the ocean
B00006KCX4,Empire - England    Print Magazine,Guide to everything that's happening in the movies.,,https://m.media-amazon.com/images/I/51r7WrDMFpL._AC_.jpg,MAIN,star wars the mandaldorn ' s empire empire
B00O3M8TBS,Knitscene    Print Magazine,"Knitscene is a quarterly magazine that features up-and-coming designers, popular yarns, fun and concise tutorials, and fresh photography that invites the reader into a yarn-filled daydream. The projects are simple but intriguing, stylish but wearable, and designed for knitters of all ages and sizes.",,https://m.media-amazon.com/images/I/510kPBAaXiL._AC_.jpg,MAIN,"the cover of knits and croches magazine, featuring a woman in a blue top and white pants"
B00005QJDW,Diabetes Forecast    Print Magazine,"Diabetes Forecast is the premier lifestyle magazine for people with diabetes, helping them and their families live healthy and fulfilling lives. It provides comprehensive, accurate, and timely information and support on all aspects of diabetes, including diet, fitness, self-care, and research breakthroughs.",,https://m.media-amazon.com/images/I/614+pFRxUjL._AC_.jpg,MAIN,the healthy living magazine diabetes ' s 50
B00AZ9P6O6,Tiger Beat    Print Magazine,,,https://m.media-amazon.com/images/I/61iLlPvcBuL._AC_.jpg,MAIN,a magazine cover with a group of people sitting on a couch
B073L8PGV8,Runner's World    Print Magazine,,,https://m.media-amazon.com/images/I/61tUTWWh2tL._AC_.jpg,MAIN,person on the cover of runner ' s world magazine
B00PJ9RNU2,Romantic Homes    Print Magazine,"Covers Victorian-style home decoration. Presents homes, accessories, table settings, gardens, and traditional decorating.",,https://m.media-amazon.com/images/I/61jrAg9r1fL._AC_.jpg,MAIN,the cover of home design magazine featuring a living room
B000H4W7WS,5.0 Mustang & Super Fords,,,https://m.media-amazon.com/images/I/51kM7CRdMJL._AC_.jpg,MAIN,a magazine cover with a car on it
B074BNZSXF,Food Network Magazine    Print Magazine,Food Network Magazine is HERE. Each issue is packed with inside scoops & tips from everyone’s favorite TV stars. Plus hundreds of recipes!,,https://m.media-amazon.com/images/I/61AVAiTn-WL._AC_.jpg,MAIN,food network magazine cover with a bowl of food
B00062PBF6,Tennessee Game & Fish    Print Magazine,Everything you need to find great hunting and fishing in Tennessee.,,https://m.media-amazon.com/images/I/61DJ1oVxYWL._AC_.jpg,MAIN,"the cover of gamefish magazine, featuring a white - tailed deer"
B01M1OOLPK,Popular Mechanics    Print Magazine,"From practical know-how to the latest scientific breakthroughs, Popular Mechanics is the knowledge to command and appreciate your world.",,https://m.media-amazon.com/images/I/61ghL-bZi3L._AC_.jpg,MAIN,the cover of popular mechanics magazine with a man using a drill
B001GRZ4CK,Quilter's Newsletter Magazine    Print Magazine,"For over 40 years, Quilter's Newsletter has delivered innovative quilt designs, up-to-date quilting news from around the world, and loads of inspiration from extraordinary quilters. Published 6 times a year.",,https://m.media-amazon.com/images/I/61CJhFxBMqL._AC_.jpg,MAIN,quilter ' s companion magazine cover featuring a quilt pattern
B00006KWFY,Scottish Life    Print Magazine,"Focuses on colorful travel features and vacation ideas, articles about Scottish history and genealogy, restaurants and hotels, special exhibits an events, reports on Scottish arts and crafts, and event litsings in both the US and Scotland.",,https://m.media-amazon.com/images/I/517bn88WbfL._AC_.jpg,MAIN,a magazine cover with a castle in the background
B06XPPR31G,The New Yorker    Print Magazine,,,https://m.media-amazon.com/images/I/71m6F1UtJmL._AC_.jpg,MAIN,the new yorker magazine cover featuring an image of a group of animals
B01H6WOM9Y,Bon Appetit    Print Magazine,"Bon Appétit focuses on what's ""now"" in the world of food, drink and entertaining. Each issue is filled with valuable cooking tips, tricks and most of all, recipes. Enjoy great menus, cozy dinners and advice from some of the best writers in food. Don't miss out — Subscribe Today!",,https://m.media-amazon.com/images/I/61doh78kPKL._AC_.jpg,MAIN,the cover of this is the cake magazine
B00006LB2D,BBC Wildlife    Print Magazine,"BBC Wildlife is a monthly magazine with informative writing and world-class photography. It publishes the latest discoveries, views and news on wildlife, conservation and environmental issues.",,https://m.media-amazon.com/images/I/619w0udToQL._AC_.jpg,MAIN,the front cover of a magazine with two dolphins jumping out of the water
B000071GPQ,Literary Review    Print Magazine,"Literary Review was founded in Edinburgh in 1979 by Dr. Anne Smith, head of the English Department at Edinburgh University. She created a lively, intelligent literary magazine for people who love reading, but hate academic and intellectual jargon. Issues include reviews of new books in history, biography, politics, travel, and fiction, and a monthly poetry competition.",,https://m.media-amazon.com/images/I/5112WT89TSL._AC_.jpg,MAIN,the cover of literary review magazine featuring a woman in a blue dress
B00006L078,Tropical Fish Hobbyist,,,https://m.media-amazon.com/images/I/51VHAPVRpDL._AC_.jpg,MAIN,"tropical fish aquarium food, tropical goldfish food"
B002PXW0DK,Golf Magazine    Print Magazine,,,https://m.media-amazon.com/images/I/61nLtvHF9YL._AC_.jpg,MAIN,a magazine cover with golf clubs on it
B0054LRNC8,Premier Guitar,,,https://m.media-amazon.com/images/I/513P3RZ+1wL._AC_.jpg,MAIN,a guitar with a brown cover on it
B00006KYY8,Tar River Poetry,,,https://m.media-amazon.com/images/I/518136RG1RL._AC_.jpg,MAIN,a book with an image of a man on the cover
B00VATZIO8,Harper's Bazaar All Access    Print Magazine,,,https://m.media-amazon.com/images/I/51yytw3rGkL._AC_.jpg,MAIN,a tablet with a magazine cover on it
B002G551EC,Boating    Print Magazine,,,https://m.media-amazon.com/images/I/71ZKTSmTdhL._AC_.jpg,MAIN,a magazine cover with two people in a boat
B00007B0M3,Plugged in,,,https://m.media-amazon.com/images/I/519G3NSCVXL._AC_.jpg,MAIN,a magazine cover with a nurse in the background
